Bone,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Left Controller,12:08:37.8546020,1.087311,-0.8082273,3.079866,6.941417,93.09575,12.68977
Right Controller,12:08:37.8546700,1.08958,-0.7778068,2.782576,350.7908,98.24985,354.1077
Left Controller,12:08:37.8586170,1.087337,-0.8082242,3.079894,6.94299,93.09086,12.70768
Right Controller,12:08:37.8587850,1.089591,-0.7778198,2.782598,350.7929,98.24342,354.1107
Left Controller,12:08:37.8686000,1.087337,-0.8082242,3.079894,6.94299,93.09086,12.70768
Right Controller,12:08:37.8686750,1.089591,-0.7778198,2.782598,350.7929,98.24342,354.1107
Left Controller,12:08:37.8726170,1.087348,-0.8082112,3.079903,6.944243,93.10209,12.74328
Right Controller,12:08:37.8727030,1.089602,-0.7778341,2.782631,350.7933,98.23802,354.1202
Left Controller,12:08:37.8823730,1.087348,-0.8082112,3.079903,6.944243,93.10209,12.74328
Right Controller,12:08:37.8824450,1.089602,-0.7778341,2.782631,350.7933,98.23802,354.1202
Left Controller,12:08:37.8866280,1.087357,-0.8082168,3.079904,6.952044,93.12424,12.78706
Right Controller,12:08:37.8867570,1.089618,-0.7778566,2.782661,350.799,98.23349,354.1277
Left Controller,12:08:37.8962550,1.087357,-0.8082168,3.079904,6.952044,93.12424,12.78706
Right Controller,12:08:37.8963340,1.089618,-0.7778566,2.782661,350.799,98.23349,354.1277
Left Controller,12:08:37.9004120,1.087364,-0.8082643,3.079904,6.97429,93.13161,12.80667
Right Controller,12:08:37.9005240,1.089636,-0.7778783,2.782674,350.8083,98.23235,354.1284
Left Controller,12:08:37.9101740,1.087364,-0.8082643,3.079904,6.97429,93.13161,12.80667
Right Controller,12:08:37.9102470,1.089636,-0.7778783,2.782674,350.8083,98.23235,354.1284
Left Controller,12:08:37.9139820,1.087376,-0.8082988,3.079932,6.993072,93.12362,12.80606
Right Controller,12:08:37.9140870,1.089647,-0.7778853,2.782671,350.8124,98.23239,354.1241
Left Controller,12:08:37.9240130,1.087376,-0.8082988,3.079932,6.993072,93.12362,12.80606
Right Controller,12:08:37.9240840,1.089647,-0.7778853,2.782671,350.8124,98.23239,354.1241
Left Controller,12:08:37.9286280,1.087384,-0.8083181,3.079958,7.009039,93.12184,12.82105
Right Controller,12:08:37.9287510,1.089651,-0.777891,2.782662,350.8169,98.23182,354.1186
Left Controller,12:08:37.9379850,1.087384,-0.8083181,3.079958,7.009039,93.12184,12.82105
Right Controller,12:08:37.9380610,1.089651,-0.777891,2.782662,350.8169,98.23182,354.1186
Left Controller,12:08:37.9419990,1.087392,-0.8083377,3.079975,7.025469,93.12729,12.84732
Right Controller,12:08:37.9421360,1.089655,-0.7779065,2.782653,350.826,98.23138,354.112
Left Controller,12:08:37.9518250,1.087392,-0.8083377,3.079975,7.025469,93.12729,12.84732
Right Controller,12:08:37.9518930,1.089655,-0.7779065,2.782653,350.826,98.23138,354.112
Left Controller,12:08:37.9553370,1.087407,-0.8083646,3.079975,7.043157,93.13517,12.86365
Right Controller,12:08:37.9555020,1.089664,-0.7779301,2.782642,350.8375,98.23252,354.105
Left Controller,12:08:37.9657810,1.087407,-0.8083646,3.079975,7.043157,93.13517,12.86365
Right Controller,12:08:37.9658700,1.089664,-0.7779301,2.782642,350.8375,98.23252,354.105
Left Controller,12:08:37.9697820,1.087429,-0.8084008,3.079977,7.062555,93.13557,12.86388
Right Controller,12:08:37.9698870,1.089689,-0.7779418,2.782634,350.847,98.23297,354.0995
Left Controller,12:08:37.9796010,1.087429,-0.8084008,3.079977,7.062555,93.13557,12.86388
Right Controller,12:08:37.9796780,1.089689,-0.7779418,2.782634,350.847,98.23297,354.0995
Left Controller,12:08:37.9844340,1.087453,-0.8084286,3.079976,7.076971,93.13543,12.85987
Right Controller,12:08:37.9845470,1.089712,-0.7779455,2.782634,350.8549,98.23281,354.0987
Left Controller,12:08:37.9934610,1.087453,-0.8084286,3.079976,7.076971,93.13543,12.85987
Right Controller,12:08:37.9935310,1.089712,-0.7779455,2.782634,350.8549,98.23281,354.0987
Left Controller,12:08:37.9973120,1.087467,-0.8084458,3.079965,7.084381,93.14199,12.86419
Right Controller,12:08:37.9974170,1.089725,-0.7779491,2.782633,350.8609,98.23206,354.0914
Left Controller,12:08:38.0074820,1.087467,-0.8084458,3.079965,7.084381,93.14199,12.86419
Right Controller,12:08:38.0075560,1.089725,-0.7779491,2.782633,350.8609,98.23206,354.0914
Left Controller,12:08:38.0112250,1.087471,-0.8084612,3.079943,7.088549,93.15533,12.8734
Right Controller,12:08:38.0113220,1.089732,-0.7779559,2.782637,350.8665,98.22844,354.0848
Left Controller,12:08:38.0213730,1.087471,-0.8084612,3.079943,7.088549,93.15533,12.8734
Right Controller,12:08:38.0214460,1.089732,-0.7779559,2.782637,350.8665,98.22844,354.0848
Left Controller,12:08:38.0248310,1.08748,-0.8084917,3.079908,7.102625,93.16672,12.88481
Right Controller,12:08:38.0249930,1.089742,-0.7779686,2.782652,350.8748,98.22152,354.0855
Left Controller,12:08:38.0352560,1.08748,-0.8084917,3.079908,7.102625,93.16672,12.88481
Right Controller,12:08:38.0353280,1.089742,-0.7779686,2.782652,350.8748,98.22152,354.0855
Left Controller,12:08:38.0396740,1.087505,-0.8085289,3.079889,7.122898,93.17771,12.89514
Right Controller,12:08:38.0397710,1.089742,-0.7779737,2.782661,350.8769,98.22226,354.0936
Left Controller,12:08:38.0491590,1.087505,-0.8085289,3.079889,7.122898,93.17771,12.89514
Right Controller,12:08:38.0492250,1.089742,-0.7779737,2.782661,350.8769,98.22226,354.0936
Left Controller,12:08:38.0536680,1.087531,-0.8085589,3.079879,7.13609,93.18214,12.89808
Right Controller,12:08:38.0537890,1.089744,-0.7779806,2.782667,350.8823,98.22221,354.0974
Left Controller,12:08:38.0629480,1.087531,-0.8085589,3.079879,7.13609,93.18214,12.89808
Right Controller,12:08:38.0630270,1.089744,-0.7779806,2.782667,350.8823,98.22221,354.0974
Left Controller,12:08:38.0672010,1.087549,-0.8085766,3.079888,7.141904,93.17919,12.90048
Right Controller,12:08:38.0673740,1.089752,-0.7779859,2.782668,350.8874,98.2201,354.0922
Left Controller,12:08:38.0769900,1.087549,-0.8085766,3.079888,7.141904,93.17919,12.90048
Right Controller,12:08:38.0770650,1.089752,-0.7779859,2.782668,350.8874,98.2201,354.0922
Left Controller,12:08:38.0811390,1.087572,-0.8086058,3.079898,7.158257,93.18343,12.91918
Right Controller,12:08:38.0812550,1.08976,-0.7779852,2.782659,350.8929,98.21976,354.0817
Left Controller,12:08:38.0908500,1.087572,-0.8086058,3.079898,7.158257,93.18343,12.91918
Right Controller,12:08:38.0909250,1.08976,-0.7779852,2.782659,350.8929,98.21976,354.0817
Left Controller,12:08:38.0944460,1.087589,-0.8086269,3.079889,7.176682,93.20838,12.95743
Right Controller,12:08:38.0945510,1.089775,-0.7779778,2.782641,350.8975,98.22247,354.0718
Left Controller,12:08:38.1042700,1.087589,-0.8086269,3.079889,7.176682,93.20838,12.95743
Right Controller,12:08:38.1043450,1.089775,-0.7779778,2.782641,350.8975,98.22247,354.0718
Left Controller,12:08:38.1087630,1.087599,-0.8086228,3.079878,7.179995,93.23708,12.99632
Right Controller,12:08:38.1088620,1.089798,-0.7779871,2.782629,350.9041,98.22536,354.0641
Left Controller,12:08:38.1181630,1.087599,-0.8086228,3.079878,7.179995,93.23708,12.99632
Right Controller,12:08:38.1182380,1.089798,-0.7779871,2.782629,350.9041,98.22536,354.0641
Left Controller,12:08:38.1215750,1.087612,-0.808626,3.079881,7.178939,93.23979,13.0008
Right Controller,12:08:38.1216810,1.089827,-0.778005,2.782615,350.9154,98.22942,354.0569
Left Controller,12:08:38.1323390,1.087612,-0.808626,3.079881,7.178939,93.23979,13.0008
Right Controller,12:08:38.1324560,1.089827,-0.778005,2.782615,350.9154,98.22942,354.0569
Left Controller,12:08:38.1370310,1.087636,-0.8086571,3.07989,7.19063,93.2347,12.99387
Right Controller,12:08:38.1371330,1.089863,-0.7780274,2.782597,350.9241,98.23608,354.0569
Left Controller,12:08:38.1463150,1.087636,-0.8086571,3.07989,7.19063,93.2347,12.99387
Right Controller,12:08:38.1464520,1.089863,-0.7780274,2.782597,350.9241,98.23608,354.0569
Left Controller,12:08:38.1501440,1.087661,-0.808691,3.079889,7.202538,93.24258,13.00105
Right Controller,12:08:38.1502430,1.089893,-0.778039,2.782578,350.9295,98.24319,354.0602
Left Controller,12:08:38.1600930,1.087661,-0.808691,3.079889,7.202538,93.24258,13.00105
Right Controller,12:08:38.1602010,1.089893,-0.778039,2.782578,350.9295,98.24319,354.0602
Left Controller,12:08:38.1635320,1.087674,-0.8087187,3.079862,7.218811,93.26788,13.02723
Right Controller,12:08:38.1636340,1.08992,-0.7780495,2.78256,350.9366,98.24796,354.0575
Left Controller,12:08:38.1740920,1.087674,-0.8087187,3.079862,7.218811,93.26788,13.02723
Right Controller,12:08:38.1741730,1.08992,-0.7780495,2.78256,350.9366,98.24796,354.0575
Left Controller,12:08:38.1786490,1.087679,-0.8086991,3.079837,7.215969,93.29447,13.04811
Right Controller,12:08:38.1787610,1.08994,-0.7780554,2.782542,350.9417,98.2509,354.0505
Left Controller,12:08:38.1881970,1.087679,-0.8086991,3.079837,7.215969,93.29447,13.04811
Right Controller,12:08:38.1882810,1.08994,-0.7780554,2.782542,350.9417,98.2509,354.0505
Left Controller,12:08:38.1925400,1.087687,-0.8086897,3.079823,7.212331,93.31066,13.05619
Right Controller,12:08:38.1926520,1.089956,-0.7780561,2.782525,350.9493,98.25214,354.04
Left Controller,12:08:38.2022730,1.087687,-0.8086897,3.079823,7.212331,93.31066,13.05619
Right Controller,12:08:38.2023580,1.089956,-0.7780561,2.782525,350.9493,98.25214,354.04
Left Controller,12:08:38.2062470,1.087698,-0.8087183,3.079827,7.225732,93.30756,13.05281
Right Controller,12:08:38.2063610,1.089965,-0.7780628,2.782507,350.9586,98.25089,354.0226
Left Controller,12:08:38.2160940,1.087698,-0.8087183,3.079827,7.225732,93.30756,13.05281
Right Controller,12:08:38.2161900,1.089965,-0.7780628,2.782507,350.9586,98.25089,354.0226
Left Controller,12:08:38.2201710,1.087718,-0.8087652,3.079826,7.249139,93.31144,13.05813
Right Controller,12:08:38.2202820,1.089972,-0.7780701,2.7825,350.9616,98.25084,354.0202
Left Controller,12:08:38.2300890,1.087718,-0.8087652,3.079826,7.249139,93.31144,13.05813
Right Controller,12:08:38.2301750,1.089972,-0.7780701,2.7825,350.9616,98.25084,354.0202
Left Controller,12:08:38.2350830,1.087734,-0.8087802,3.079822,7.257723,93.32415,13.07209
Right Controller,12:08:38.2351950,1.089994,-0.778084,2.782495,350.9633,98.25495,354.0235
Left Controller,12:08:38.2440160,1.087734,-0.8087802,3.079822,7.257723,93.32415,13.07209
Right Controller,12:08:38.2441010,1.089994,-0.778084,2.782495,350.9633,98.25495,354.0235
Left Controller,12:08:38.2494210,1.087754,-0.8087729,3.079831,7.260723,93.33107,13.0806
Right Controller,12:08:38.2495560,1.090014,-0.7780969,2.782489,350.9688,98.25621,354.0229
Left Controller,12:08:38.2578360,1.087754,-0.8087729,3.079831,7.260723,93.33107,13.0806
Right Controller,12:08:38.2579160,1.090014,-0.7780969,2.782489,350.9688,98.25621,354.0229
Left Controller,12:08:38.2616110,1.087769,-0.8087593,3.079828,7.258045,93.34642,13.09656
Right Controller,12:08:38.2617170,1.090033,-0.7781026,2.782485,350.9714,98.25597,354.0163
Left Controller,12:08:38.2713770,1.087769,-0.8087593,3.079828,7.258045,93.34642,13.09656
Right Controller,12:08:38.2714820,1.090033,-0.7781026,2.782485,350.9714,98.25597,354.0163
Left Controller,12:08:38.2756030,1.087789,-0.8087624,3.079818,7.255332,93.3643,13.1107
Right Controller,12:08:38.2757280,1.090039,-0.778097,2.782492,350.9678,98.25455,354.0154
Left Controller,12:08:38.2852920,1.087789,-0.8087624,3.079818,7.255332,93.3643,13.1107
Right Controller,12:08:38.2853780,1.090039,-0.778097,2.782492,350.9678,98.25455,354.0154
Left Controller,12:08:38.2898080,1.087826,-0.8088018,3.079825,7.273597,93.36713,13.12031
Right Controller,12:08:38.2899070,1.090044,-0.778092,2.782501,350.9649,98.25307,354.017
Left Controller,12:08:38.2993070,1.087826,-0.8088018,3.079825,7.273597,93.36713,13.12031
Right Controller,12:08:38.2994000,1.090044,-0.778092,2.782501,350.9649,98.25307,354.017
Left Controller,12:08:38.3044880,1.087829,-0.8088336,3.079811,7.286854,93.37275,13.1292
Right Controller,12:08:38.3046280,1.090056,-0.7780935,2.782503,350.9637,98.24931,354.0158
Left Controller,12:08:38.3132100,1.087829,-0.8088336,3.079811,7.286854,93.37275,13.1292
Right Controller,12:08:38.3133070,1.090056,-0.7780935,2.782503,350.9637,98.24931,354.0158
Left Controller,12:08:38.3173120,1.087844,-0.8088486,3.079809,7.297138,93.3848,13.14569
Right Controller,12:08:38.3174160,1.09007,-0.7780947,2.782504,350.9605,98.24632,354.0164
Left Controller,12:08:38.3270000,1.087844,-0.8088486,3.079809,7.297138,93.3848,13.14569
Right Controller,12:08:38.3270860,1.09007,-0.7780947,2.782504,350.9605,98.24632,354.0164
Left Controller,12:08:38.3315780,1.087859,-0.8088657,3.079818,7.308512,93.39153,13.15531
Right Controller,12:08:38.3316990,1.090085,-0.7781051,2.782499,350.9632,98.24902,354.0174
Left Controller,12:08:38.3409780,1.087859,-0.8088657,3.079818,7.308512,93.39153,13.15531
Right Controller,12:08:38.3410610,1.090085,-0.7781051,2.782499,350.9632,98.24902,354.0174
Left Controller,12:08:38.3448520,1.087869,-0.8088861,3.079835,7.318122,93.39287,13.16429
Right Controller,12:08:38.3450550,1.090101,-0.7781216,2.782489,350.9701,98.25484,354.0192
Left Controller,12:08:38.3549310,1.087869,-0.8088861,3.079835,7.318122,93.39287,13.16429
Right Controller,12:08:38.3550160,1.090101,-0.7781216,2.782489,350.9701,98.25484,354.0192
Left Controller,12:08:38.3589320,1.087881,-0.8089126,3.079859,7.335829,93.39104,13.17527
Right Controller,12:08:38.3590410,1.090134,-0.7781539,2.782464,350.9837,98.26228,354.0141
Left Controller,12:08:38.3689400,1.087881,-0.8089126,3.079859,7.335829,93.39104,13.17527
Right Controller,12:08:38.3690280,1.090134,-0.7781539,2.782464,350.9837,98.26228,354.0141
Left Controller,12:08:38.3730220,1.087891,-0.808935,3.07987,7.345133,93.39933,13.189
Right Controller,12:08:38.3731360,1.090199,-0.7782124,2.782393,351.0133,98.28178,353.9939
Left Controller,12:08:38.3827520,1.087891,-0.808935,3.07987,7.345133,93.39933,13.189
Right Controller,12:08:38.3828420,1.090199,-0.7782124,2.782393,351.0133,98.28178,353.9939
Left Controller,12:08:38.3885780,1.087894,-0.8089393,3.079874,7.34466,93.41235,13.20202
Right Controller,12:08:38.3887070,1.090234,-0.7782409,2.782334,351.0316,98.29401,353.9713
Left Controller,12:08:38.3969590,1.087894,-0.8089393,3.079874,7.34466,93.41235,13.20202
Right Controller,12:08:38.3970380,1.090234,-0.7782409,2.782334,351.0316,98.29401,353.9713
Left Controller,12:08:38.4015650,1.087888,-0.8089254,3.079874,7.337668,93.41881,13.20582
Right Controller,12:08:38.4016760,1.090239,-0.7782413,2.782297,351.0339,98.29551,353.953
Left Controller,12:08:38.4109480,1.087888,-0.8089254,3.079874,7.337668,93.41881,13.20582
Right Controller,12:08:38.4110380,1.090239,-0.7782413,2.782297,351.0339,98.29551,353.953
Left Controller,12:08:38.4150440,1.087879,-0.8089261,3.07988,7.339007,93.41852,13.20634
Right Controller,12:08:38.4151720,1.090229,-0.778221,2.782289,351.0225,98.29177,353.9498
Left Controller,12:08:38.4247420,1.087879,-0.8089261,3.07988,7.339007,93.41852,13.20634
Right Controller,12:08:38.4248340,1.090229,-0.778221,2.782289,351.0225,98.29177,353.9498
Left Controller,12:08:38.4288670,1.087879,-0.8089418,3.079875,7.342222,93.41766,13.20645
Right Controller,12:08:38.4289710,1.090219,-0.7782011,2.78229,351.0136,98.29034,353.9507
Left Controller,12:08:38.4386690,1.087879,-0.8089418,3.079875,7.342222,93.41766,13.20645
Right Controller,12:08:38.4387530,1.090219,-0.7782011,2.78229,351.0136,98.29034,353.9507
Left Controller,12:08:38.4452660,1.087885,-0.8089586,3.079876,7.347226,93.41906,13.20557
Right Controller,12:08:38.4453780,1.090216,-0.7781999,2.782303,351.0119,98.28723,353.951
Left Controller,12:08:38.4525610,1.087885,-0.8089586,3.079876,7.347226,93.41906,13.20557
Right Controller,12:08:38.4526460,1.090216,-0.7781999,2.782303,351.0119,98.28723,353.951
Left Controller,12:08:38.4566260,1.087887,-0.80898,3.07988,7.354194,93.42139,13.20838
Right Controller,12:08:38.4567360,1.090218,-0.7782117,2.782331,351.0141,98.28157,353.9565
Left Controller,12:08:38.4669260,1.087887,-0.80898,3.07988,7.354194,93.42139,13.20838
Right Controller,12:08:38.4670210,1.090218,-0.7782117,2.782331,351.0141,98.28157,353.9565
Left Controller,12:08:38.4715380,1.087879,-0.8089936,3.079885,7.357938,93.42405,13.21512
Right Controller,12:08:38.4717200,1.090224,-0.7782248,2.782351,351.0133,98.28017,353.9689
Left Controller,12:08:38.4806070,1.087879,-0.8089936,3.079885,7.357938,93.42405,13.21512
Right Controller,12:08:38.4806890,1.090224,-0.7782248,2.782351,351.0133,98.28017,353.9689
Left Controller,12:08:38.4850530,1.087869,-0.8089936,3.079895,7.357515,93.42412,13.22086
Right Controller,12:08:38.4851840,1.090226,-0.7782377,2.782363,351.0128,98.2832,353.9847
Left Controller,12:08:38.4945110,1.087869,-0.8089936,3.079895,7.357515,93.42412,13.22086
Right Controller,12:08:38.4945960,1.090226,-0.7782377,2.782363,351.0128,98.2832,353.9847
Left Controller,12:08:38.4993780,1.087854,-0.8089818,3.079914,7.351475,93.41989,13.22461
Right Controller,12:08:38.4995290,1.090223,-0.7782507,2.782356,351.019,98.28667,353.9832
Left Controller,12:08:38.5087140,1.087854,-0.8089818,3.079914,7.351475,93.41989,13.22461
Right Controller,12:08:38.5087910,1.090223,-0.7782507,2.782356,351.019,98.28667,353.9832
Left Controller,12:08:38.5127960,1.087838,-0.808972,3.079934,7.348221,93.41458,13.2275
Right Controller,12:08:38.5129200,1.090217,-0.7782494,2.782334,351.022,98.28796,353.9731
Left Controller,12:08:38.5226110,1.087838,-0.808972,3.079934,7.348221,93.41458,13.2275
Right Controller,12:08:38.5226940,1.090217,-0.7782494,2.782334,351.022,98.28796,353.9731
Left Controller,12:08:38.5264380,1.087825,-0.8089766,3.079957,7.351327,93.41005,13.23734
Right Controller,12:08:38.5265430,1.090204,-0.7782434,2.782316,351.0208,98.28791,353.9635
Left Controller,12:08:38.5366850,1.087825,-0.8089766,3.079957,7.351327,93.41005,13.23734
Right Controller,12:08:38.5367630,1.090204,-0.7782434,2.782316,351.0208,98.28791,353.9635
Left Controller,12:08:38.5411340,1.08781,-0.8089948,3.07998,7.35731,93.40868,13.2485
Right Controller,12:08:38.5412630,1.090192,-0.7782438,2.78231,351.0218,98.28643,353.9561
Left Controller,12:08:38.5505600,1.08781,-0.8089948,3.07998,7.35731,93.40868,13.2485
Right Controller,12:08:38.5506430,1.090192,-0.7782438,2.78231,351.0218,98.28643,353.9561
Left Controller,12:08:38.5544460,1.087796,-0.8090115,3.080003,7.362112,93.40565,13.25904
Right Controller,12:08:38.5545510,1.090182,-0.7782497,2.782306,351.0253,98.28246,353.9449
Left Controller,12:08:38.5645970,1.087796,-0.8090115,3.080003,7.362112,93.40565,13.25904
Right Controller,12:08:38.5646860,1.090182,-0.7782497,2.782306,351.0253,98.28246,353.9449
Left Controller,12:08:38.5705130,1.087787,-0.8090186,3.080008,7.36321,93.40079,13.26046
Right Controller,12:08:38.5706300,1.090203,-0.7782621,2.782299,351.0302,98.28333,353.9427
Left Controller,12:08:38.5784780,1.087787,-0.8090186,3.080008,7.36321,93.40079,13.26046
Right Controller,12:08:38.5785540,1.090203,-0.7782621,2.782299,351.0302,98.28333,353.9427
Left Controller,12:08:38.5828060,1.087785,-0.8090127,3.080013,7.361995,93.40269,13.26305
Right Controller,12:08:38.5829050,1.090219,-0.7782707,2.7823,351.0337,98.28461,353.9459
Left Controller,12:08:38.5923970,1.087785,-0.8090127,3.080013,7.361995,93.40269,13.26305
Right Controller,12:08:38.5924810,1.090219,-0.7782707,2.7823,351.0337,98.28461,353.9459
Left Controller,12:08:38.5964250,1.08779,-0.8090194,3.080011,7.36342,93.40614,13.26624
